RegionID,Hospital,State,Local Hospital Network (LHN),Peer group,Time period,Year,Category,Total number of stays,Number of overnight stays,Percentage of overnight stays,Average length of stay (days),Total overnight patient bed days
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Caesarean delivery,"1,058","1,058",100%,2.90,"3,025"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Cellulitis,372,309,83%,3.50,"1,079"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Cellulitis,384,304,79%,2.90,867
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Cellulitis,480,413,86%,3.40,"1,408"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Cellulitis,569,486,85%,3.00,"1,446"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Cellulitis,623,429,69%,2.70,"1,163"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Cellulitis,665,433,65%,3.20,"1,391"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),318,293,92%,4.40,"1,277"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),329,296,90%,3.70,"1,097"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),350,300,86%,4.40,"1,324"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),326,287,88%,4.00,"1,162"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),356,326,92%,4.20,"1,355"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),412,358,87%,4.60,"1,648"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),184,184,100%,7.10,"1,308"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),289,289,100%,7.00,"2,033"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),258,258,100%,8.50,"2,199"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),321,320,100%,7.80,"2,494"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),278,277,100%,6.90,"1,902"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),212,209,99%,8.10,"1,688"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Heart failure (without complications),315,301,96%,4.90,"1,486"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Heart failure (without complications),267,252,94%,4.30,"1,080"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Heart failure (without complications),253,238,94%,4.30,"1,028"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Heart failure (without complications),276,259,94%,3.90,"1,011"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Heart failure (without complications),315,288,91%,3.90,"1,113"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Heart failure (without complications),348,318,91%,4.10,"1,301"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Heart failure (with complications),152,151,99%,9.80,"1,486"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Heart failure (with complications),204,204,100%,8.50,"1,734"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Heart failure (with complications),170,170,100%,8.90,"1,507"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Heart failure (with complications),240,240,100%,8.30,"1,991"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Heart failure (with complications),256,256,100%,7.60,"1,934"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Heart failure (with complications),247,246,100%,8.10,"1,985"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),404,341,84%,3.40,"1,169"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),375,289,77%,2.90,830
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),390,301,77%,2.90,875
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),421,322,76%,2.40,784
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),424,260,61%,2.50,652
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),483,314,65%,2.70,835
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),186,179,96%,7.80,"1,399"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),262,258,98%,6.40,"1,653"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),276,272,99%,6.10,"1,665"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),334,332,99%,6.20,"2,047"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),271,263,97%,5.20,"1,361"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),185,183,99%,5.90,"1,080"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Appendix removal,252,252,100%,2.40,610
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Appendix removal,208,207,100%,2.30,474
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Appendix removal,301,301,100%,2.30,686
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Appendix removal,225,223,99%,2.30,522
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Appendix removal,171,170,99%,2.10,363
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Appendix removal,175,175,100%,2.20,393
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Gallbladder removal,221,218,99%,2.70,580
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Gallbladder removal,244,195,80%,2.50,478
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Gallbladder removal,233,222,95%,2.50,554
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Gallbladder removal,277,252,91%,2.00,512
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Gallbladder removal,248,198,80%,2.20,432
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Gallbladder removal,265,167,63%,2.50,410
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Gynaecological reconstructive procedures,49,47,96%,NA,150
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Gynaecological reconstructive procedures,53,49,92%,NA,116
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Gynaecological reconstructive procedures,51,47,92%,NA,102
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Gynaecological reconstructive procedures,61,57,93%,2.30,132
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Gynaecological reconstructive procedures,58,51,88%,2.40,122
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Gynaecological reconstructive procedures,62,53,85%,2.60,136
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Hysterectomy,145,143,99%,3.10,442
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Hysterectomy,113,109,96%,3.00,328
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Hysterectomy,128,128,100%,2.80,364
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Hysterectomy,135,135,100%,2.70,369
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Hysterectomy,125,125,100%,2.60,319
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Hysterectomy,123,122,99%,2.50,309
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Knee replacement,3,3,NA,NA,29
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Knee replacement,3,3,NA,NA,30
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Knee replacement,12,12,100%,NA,76
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Knee replacement,14,14,100%,NA,97
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Knee replacement,16,16,100%,NA,90
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Knee replacement,27,27,100%,NA,124
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Hip replacement,44,43,98%,NA,498
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Hip replacement,26,26,100%,NA,205
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Hip replacement,37,37,100%,NA,320
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Hip replacement,37,37,100%,NA,233
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Hip replacement,59,59,100%,7.30,428
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Hip replacement,52,51,98%,7.60,390
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Prostate removal,31,30,97%,NA,76
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Prostate removal,46,46,100%,NA,117
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Prostate removal,60,59,98%,2.20,127
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Prostate removal,47,46,98%,NA,93
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Prostate removal,57,57,100%,2.30,132
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Prostate removal,57,57,100%,2.20,127
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2015–16,2016,Vaginal delivery,3,0,NA,NA,0
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2016–17,2017,Vaginal delivery,3,0,NA,NA,0
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2011–12,2012,Cellulitis,50,36,72%,NA,282
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2012–13,2013,Cellulitis,68,41,60%,NA,259
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2013–14,2014,Cellulitis,105,47,45%,NA,269
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2014–15,2015,Cellulitis,123,40,33%,NA,253
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2015–16,2016,Cellulitis,131,28,21%,NA,152
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2016–17,2017,Cellulitis,97,20,21%,NA,111
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),89,80,90%,5.50,443
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),97,90,93%,7.90,713
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),122,111,91%,6.80,758
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),112,101,90%,6.60,667
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),106,95,90%,5.10,485
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),94,80,85%,6.40,511
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,64
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,36
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,15
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),6,6,NA,NA,83
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),19,19,100%,NA,192
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),16,16,100%,NA,131
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2011–12,2012,Heart failure (without complications),33,28,85%,NA,302
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2012–13,2013,Heart failure (without complications),40,38,95%,NA,308
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2013–14,2014,Heart failure (without complications),50,45,90%,NA,303
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2014–15,2015,Heart failure (without complications),47,44,94%,NA,321
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2015–16,2016,Heart failure (without complications),41,34,83%,NA,160
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2016–17,2017,Heart failure (without complications),29,25,86%,NA,214
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2011–12,2012,Heart failure (with complications),3,3,NA,NA,19
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2012–13,2013,Heart failure (with complications),3,3,NA,NA,24
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2013–14,2014,Heart failure (with complications),5,5,NA,NA,40
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2014–15,2015,Heart failure (with complications),5,5,NA,NA,22
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2015–16,2016,Heart failure (with complications),13,13,100%,NA,127
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2016–17,2017,Heart failure (with complications),9,9,NA,NA,92
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),82,62,76%,4.10,254
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),104,79,76%,4.20,331
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),101,69,68%,4.10,286
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),105,70,67%,4.60,321
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),66,40,61%,NA,120
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),69,49,71%,NA,228
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),10,9,90%,NA,123
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),11,11,100%,NA,97
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),12,11,92%,NA,63
Newcastle 11103,Ballina Hospital,NSW,Northern NSW,Small hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),10,10,100%,NA,109
